prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
jen,29.644393,-82.342214,Jennings Hall Office,admin,7,5,2,2,4,2,2,1,1,2,4,2,4,2,6,5,19,2,15,7,27,8,25,12,20,8,18,21,19,16,9,17,17,19,16,13,17,14,9,10,12,25,16,13,9,8,5,2,76
lar,29.643124,-82.347321,Larsen Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,2,0,0,1,0,2,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,43
lbw,29.65112,-82.34288,Library West,library,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,10,6,18,10,19,15,22,28,31,26,19,25,8,75,4,1,1,1,0,4,1,1,0,0,1,1,0,1,1,127
lit,29.648846,-82.340697,Little Hall,academic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,3,1,2,1,1,2,0,3,1,1,1,2,0,0,1,1,0,1,0,2,2,0,0,1,0,0,168
mae,29.64668,-82.349201,Materials Engineering,academic,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,4,1,0,0,1,1,1,0,3,1,1,0,1,3,2,0,1,2,3,1,8,1,3,1,2,0,3,22
maec,29.647327,-82.349466,MAE C,academic,1,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,4,3,4,0,8,1,15,8,13,5,6,8,5,10,7,5,3,5,9,3,8,1,7,7,8,16,3,2,1,0,0,1,20
mat,29.651649,-82.341016,Matherly Hall,academic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,1,0,1,0,2,1,10,1,6,3,1,0,2,8,1,0,0,1,2,1,1,0,2,0,0,164
mcca,29.646982,-82.345531,Mccarty Hall A,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,7,15,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,87
mccaG,29.646982,-82.345531,Mccarty Hall A,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,7,15,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,87
mccb,29.646754,-82.34492,Mccarty Hall B,academic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,6,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,46
mccbG,29.646754,-82.34492,Mccarty Hall B,academic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,6,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,46
mccc,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,63
mccctr,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,63
mccd,29.64646,-82.344389,Mccarty Hall D,academic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,22
mccdG,29.64646,-82.344389,Mccarty Hall D,academic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,22
mcg,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,2,3,1,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgB,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,2,3,1,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgC,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,2,3,1,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgCG,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,2,3,1,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mckl,29.648039,-82.346425,Microkelvin Laboratory,academic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,6
mcsb,29.639963,-82.362885,Microbiology/Cell Science,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
meb,29.641979,-82.344079,Harrell Medical Education Building,academic,4,6,0,2,0,0,0,1,0,0,1,0,0,0,4,0,6,2,4,4,6,7,13,11,6,7,7,25,5,10,10,9,9,9,10,11,12,9,5,6,7,14,1,4,3,5,5,5,63
mebv,29.641979,-82.344079,Harrell Medical Education Building,academic,4,6,0,2,0,0,0,1,0,0,1,0,0,0,4,0,6,2,4,4,6,7,13,11,6,7,7,25,5,10,10,9,9,9,10,11,12,9,5,6,7,14,1,4,3,5,5,5,63
meh,29.632906,-82.361672,Mehrhof Hall,academic,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,2,1,0,1,1,2,1,3,0,0,1,1,0,3,2,5,0,9,0,1,0,4,0,0,14
msl,29.647957,-82.343904,Marston Science Library,library,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,13,7,16,14,14,12,25,16,15,20,12,18,9,46,4,1,2,3,1,3,0,0,1,0,1,1,1,0,0,177
mub,29.648244,-82.342908,Music Building,academic,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,5,5,6,17,6,10,20,10,1,16,7,18,6,2,8,6,6,9,4,3,1,5,4,4,3,2,1,3,0,0,0,94
mus,29.644484,-82.3441,Dickinson Hall,academic,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1,1,1,0,0,2,3,0,1,2,5,2,1,1,2,0,2,3,4,1,4,1,1,2,2,1,2,2,0,0,0,0,27
nano,29.642764,-82.346123,Nanoscale Research,academic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,2,3,5,6,2,1,7,5,1,5,0,2,2,5,1,2,0,3,0,4,2,4,0,3,1,0,32
neb,29.642287,-82.347076,New Engineering Building,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,3,4,2,6,2,3,5,0,3,2,2,1,2,1,1,1,3,2,2,0,4,3,2,1,77
npb,29.643913,-82.349779,Physics,academic,1,1,1,0,1,0,0,1,1,0,0,0,3,0,2,1,1,3,4,1,6,0,19,2,2,9,1,8,5,12,5,4,0,3,6,4,3,1,4,2,3,4,4,0,0,1,0,1,105
npbB,29.643913,-82.349779,Physics,academic,1,1,1,0,1,0,0,1,1,0,0,0,3,0,2,1,1,3,4,1,6,0,19,2,2,9,1,8,5,12,5,4,0,3,6,4,3,1,4,2,3,4,4,0,0,1,0,1,105
nrg,29.646251,-82.337966,Norman Gym,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,3,0,2,0,1,0,1,1,4,1,3,1,2,1,0,1,0,1,1,1,3,0,2,0,0,0,0,0,30
nrn,29.646947,-82.338164,Norman Hall,academic,2,7,0,3,0,0,1,0,0,0,0,0,2,0,1,0,3,2,5,4,9,1,6,4,5,5,6,6,14,7,5,4,1,3,2,5,3,5,2,2,3,5,8,8,8,2,3,2,169
nrna,29.646645,-82.337581,Norman Hall Addition,academic,1,3,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,4,6,2,3,5,4,4,4,3,9,1,7,0,6,1,3,2,2,0,2,3,3,0,0,0,2,0,0,0,1,76
nrnag,29.646645,-82.337581,Norman Hall Addition,academic,1,3,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,4,6,2,3,5,4,4,4,3,9,1,7,0,6,1,3,2,2,0,2,3,3,0,0,0,2,0,0,0,1,76
nsc,29.647381,-82.347996,Nuclear Sciences,academic,4,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,2,4,4,6,4,7,9,9,4,4,1,3,2,2,2,2,0,3,3,3,0,2,2,1,0,0,1,0,42
nzh,29.645392,-82.345778,Newins-Ziegler Hall,academic,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,1,4,3,1,3,5,0,2,2,3,1,3,1,3,0,2,1,1,1,2,0,1,0,0,0,0,21
nzhB,29.645392,-82.345778,Newins-Ziegler Hall,academic,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,1,4,3,1,3,5,0,2,2,3,1,3,1,3,0,2,1,1,1,2,0,1,0,0,0,0,21
ohl1,29.639754,-82.358956,Ornamental Hort Laboratory 1,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohl2,29.639824,-82.358554,Ornamental Hort Laboratory 2,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcpa,29.635312,-82.369309,Phillips Center,social,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,1,3,1,4,2,3,7,2,2,1,1,3,2,4,2,0,0,0,0,0,0,12
pdc,29.642948,-82.369274,Physical Plant Central Stores,academic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,4,2,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7
phl,29.644585,-82.34878,Phelps Lab,academic,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,6,1,7,1,3,2,2,3,0,4,0,4,1,4,2,1,3,0,1,2,3,5,0,2,1,0,1,0,20
plsl,29.639079,-82.358344,Agronomy Plant Science Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pow,29.635726,-82.370236,Powell Hall,museum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,2,2,0,3,5,4,3,2,3,2,5,3,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
pres,29.648184,-82.36085,Presidents Residence,housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psf,29.639481,-82.359603,Plant Science Facility,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
pst,29.641504,-82.347885,Particle Science & Technology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
psy,29.643418,-82.346266,Psychology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,1,2,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,49
pugh,29.649468,-82.345665,Pugh Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,0,1,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,53
rcd,29.650076,-82.34634,Racquet Club Dining Center,social,4,4,2,3,0,0,1,1,0,0,0,0,0,3,1,1,1,0,1,1,3,8,4,6,2,3,7,6,5,5,2,5,2,2,6,2,0,4,3,8,3,3,2,8,0,3,3,1,39
rei,29.646386,-82.34779,Reitz Student Union,social,31,10,0,1,0,0,1,1,0,0,0,1,10,8,6,6,20,20,21,22,50,57,66,24,40,47,61,68,47,33,28,25,35,31,36,37,31,75,49,33,68,24,46,19,24,6,8,2,286
reiB,29.646386,-82.34779,Reitz Student Union,social,31,10,0,1,0,0,1,1,0,0,0,1,10,8,6,6,20,20,21,22,50,57,66,24,40,47,61,68,47,33,28,25,35,31,36,37,31,75,49,33,68,24,46,19,24,6,8,2,286
reiG,29.646386,-82.34779,Reitz Student Union,social,31,10,0,1,0,0,1,1,0,0,0,1,10,8,6,6,20,20,21,22,50,57,66,24,40,47,61,68,47,33,28,25,35,31,36,37,31,75,49,33,68,24,46,19,24,6,8,2,286
reiOrangeBrew,29.646386,-82.34779,Reitz Student Union,social,31,10,0,1,0,0,1,1,0,0,0,1,10,8,6,6,20,20,21,22,50,57,66,24,40,47,61,68,47,33,28,25,35,31,36,37,31,75,49,33,68,24,46,19,24,6,8,2,286
reiR,29.646386,-82.34779,Reitz Student Union,social,31,10,0,1,0,0,1,1,0,0,0,1,10,8,6,6,20,20,21,22,50,57,66,24,40,47,61,68,47,33,28,25,35,31,36,37,31,75,49,33,68,24,46,19,24,6,8,2,286
rfc,29.650148,-82.346799,Student Recreation and Fit. Center,sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,3,1,1,5,9,4,6,8,5,10,10,10,8,2,4,5,4,2,3,7,11,2,3,0,0,0,0,0,0,0,37
rhn,29.647253,-82.348948,Rhines Hall,academic,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,2,1,1,1,3,5,4,0,0,4,5,0,2,2,1,3,2,3,4,0,0,1,1,3,0,2,2,1,0,0,17
rhnb,29.647253,-82.348948,Rhines Hall,academic,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,2,1,1,1,3,5,4,0,0,4,5,0,2,2,1,3,2,3,4,0,0,1,1,3,0,2,2,1,0,0,17
rl1,29.633165,-82.361168,Research Laboratory 1,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rl2,29.633176,-82.360914,Research Laboratory 2,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rla,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,3,1,1,6,0,2,1,0,2,2,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,16
rlab,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,3,1,1,6,0,2,1,0,2,2,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,16
rnk,29.646965,-82.343196,Rinker Hall,academic,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57
rnktr,29.646965,-82.343196,Rinker Hall,academic,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57
rog,29.644495,-82.345433,Rogers Frazier Hall,academic,1,0,1,2,0,1,0,0,0,0,0,1,1,2,4,2,6,4,10,3,6,8,9,13,6,6,10,10,4,8,6,5,5,14,4,8,3,6,7,4,4,9,2,3,6,2,0,1,65
rol,29.649259,-82.344494,Rolfs Hall,academic,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,1,1,1,0,2,3,2,5,4,3,0,0,2,1,0,1,1,1,2,1,1,1,0,3,0,1,0,1,44
sbh,29.647647,-82.342621,Steinbrenner,social,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,4,11,16,0,0,2,1,4,0,1,8,4,0,0,2,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,19
sbhG,29.647647,-82.342621,Steinbrenner,social,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,4,11,16,0,0,2,1,4,0,1,8,4,0,0,2,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,19
sis,29.650019,-82.344212,Sisler Hall Chemistry Research Bldg,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sma,29.650878,-82.341791,Smathers Library,library,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,4,3,3,3,1,0,2,2,2,0,2,0,0,1,0,1,0,2,0,0,0,0,36
soc,29.649461,-82.351125,OConnell Center,unknown,4,5,2,3,0,1,0,0,0,1,0,1,0,12,3,7,3,7,9,12,9,20,27,11,21,10,12,31,8,31,6,11,11,25,8,65,17,28,12,14,77,10,4,4,1,1,1,3,41
socgate,29.649461,-82.351125,OConnell Center,unknown,4,5,2,3,0,1,0,0,0,1,0,1,0,12,3,7,3,7,9,12,9,20,27,11,21,10,12,31,8,31,6,11,11,25,8,65,17,28,12,14,77,10,4,4,1,1,1,3,41
sta,29.649961,-82.349511,Ben Hill Griffin Stadium,sports,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,4,2,1,1,6,7,10,9,9,9,8,7,5,4,13,3,2,2,8,0,2,1,1,1,4,4,8,1,0,0,2,1,1,10
stz,29.650832,-82.341177,Stuzin Hall,academic,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,1,5,2,1,2,1,2,1,2,0,0,2,2,5,0,0,0,3,0,3,1,2,0,2,1,0,0,34
stzWlkwy,29.650976,-82.340971,# Stuzin Hall Walk Way,unknown,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,12,4,4,1,1,3,0,0,0,0,3,1,1,0,1,0,0,2,1,1,1,0,1,0,0,1,38
swc,29.638378,-82.368414,SW Recreation Center,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,4,6,10,2,6,5,5,1,1,6,4,5,3,6,3,7,6,2,6,6,5,1,1,0,0,0,0,0,25
tge,29.639601,-82.360412,Turfgrass Envirotron,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tig,29.649397,-82.339815,Tigert Hall,admin,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,15
tur,29.649333,-82.343903,Turlington Hall,academic,2,3,1,1,2,0,1,0,0,0,1,0,0,1,1,2,2,3,7,6,6,10,9,15,10,12,8,12,6,9,6,3,3,8,5,6,7,6,4,5,1,5,2,3,2,1,3,2,309
turl,29.649333,-82.343903,Turlington Hall,academic,2,3,1,1,2,0,1,0,0,0,1,0,0,1,1,2,2,3,7,6,6,10,9,15,10,12,8,12,6,9,6,3,3,8,5,6,7,6,4,5,1,5,2,3,2,1,3,2,309
urbe,29.633778,-82.366198,Urban Entomology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ust,29.650447,-82.346867,Ustler Hall,academic,4,0,2,1,0,0,1,0,1,1,1,1,2,0,4,2,2,2,8,3,7,6,14,5,8,12,12,35,7,9,6,7,2,6,2,4,6,3,1,2,2,8,3,4,2,1,4,2,37
van,29.648549,-82.351042,Van Fleet Hall,admin,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,3,4,5,4,2,3,5,8,3,6,4,11,0,3,3,6,1,0,2,2,1,2,0,4,0,2,0,0,0,0,10
wal,29.649455,-82.341582,Walker Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36
wei,29.648418,-82.348606,Weil Hall,academic,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,2,1,4,8,3,12,5,8,8,9,10,5,7,3,2,3,2,2,2,5,0,2,0,1,0,1,0,0,2,2,96
weiclocktower,29.648399,-82.349265,Clock Tower,social,7,6,3,1,1,3,0,0,1,0,1,3,7,5,11,11,16,15,11,12,19,33,34,54,30,27,50,24,51,17,19,21,21,15,49,13,29,17,19,6,23,22,10,6,7,5,4,0,126
weim,29.647761,-82.347342,Wiemer Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,4,3,7,4,1,7,3,2,2,3,2,2,2,1,2,1,0,2,0,0,0,1,0,1,1,0,0,102
weimG,29.647761,-82.347342,Wiemer Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,4,3,7,4,1,7,3,2,2,3,2,2,2,1,2,1,0,2,0,0,0,1,0,1,1,0,0,102
weimg,29.647761,-82.347342,Wiemer Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,4,3,7,4,1,7,3,2,2,3,2,2,2,1,2,1,0,2,0,0,0,1,0,1,1,0,0,102
wm,29.648052,-82.346709,Williamson Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,0,1,0,1,0,0,5,1,0,2,2,0,0,0,1,1,0,0,0,46
yon,29.649968,-82.347888,Yon Hall,academic,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,3,2,11,9,14,5,25,10,126,37,84,180,7,25,3,6,4,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,22
